"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max",Identifier?,"Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?","Field Annotation"
bdi_ii_16_before,bdi_ii,,dropdown,"Changes in Sleeping Pattern","1, I had not experienced any change in my sleeping pattern | 2, I slept somewhat more than usual | 3, I slept somewhat less than usual | 4, I slept a lot more than usual | 5, I slept a lot less than usual | 6, I slept most of the day | 7, I would wake up 1-2 hours early and couldn't get back to sleep",,,,,,,,,,,,
bdi_ii_17_before,bdi_ii,,dropdown,Irritability,"1, I was no more irritable than usual | 2, I was more irritable than usual | 3, I was much more irritable than usual | 4, I was irritable all the time",,,,,,,,,,,,
bdi_ii_18_before,bdi_ii,,dropdown,"Changes in Appetite","1, My appetite was no worse than usual | 5, My appetite was somewhat less than usual | 6, My appetite was somewhat greater than usual | 7, My appetite was much less than before | 8, My appetite was much greater than usual | 4, I had no appetite at all | 3, I craved food all the time",,,,,,,,,,,,
bdi_ii_19_before,bdi_ii,,dropdown,"Concentration Difficulty","1, I could concentrate as well as ever | 2, I couldn't concentrate as well as usual | 5, It was hard to keep my mind on anything for very long | 6, I found I couldn't concentrate on anything.",,,,,,,,,,,,
bdi_ii_20_before,bdi_ii,,dropdown,"Tiredness or Fatigue","1, I was no more tired or fatigued than usual | 2, I would get more tired or fatigued more easily than usual | 3, I was too tired or fatigued to do a lot of things I used to do | 4, I was too tired or fatigued to do most of the things I used to do",,,,,,,,,,,,
bdi_ii_21_before,bdi_ii,,dropdown,"Loss of Interest in Sex","1, I had not noticed any change in my interest in sex | 2, I was less interested in sex than I used to be | 3, I was much less interested in sex then | 4, I had lost interest in sex completely",,,,,,,,,,,,
pill_1,pill,"Several common symptoms or bodily sensations are listed below. Most people have experienced most of them at one time or another. 

We are currently interested in finding out how prevalent each symptom is. All data will be confidential. 

Below, next to the symptoms shown, select the response which indicates how frequently you experience that symptom. For all items, consider the scale provided. ",radio,"Eyes water","0, Have never or almost never experienced the symptom | 1, Less than 3 or 4 times per year | 2, Every month or so | 3, Every week or so | 4, More than once every week | 9, Don't know or don't pay attention to",,,,,,,,,,pill_matrix_1,,
pill_2,pill,,radio,"Itching or painful eyes","0, Have never or almost never experienced the symptom | 1, Less than 3 or 4 times per year | 2, Every month or so | 3, Every week or so | 4, More than once every week | 9, Don't know or don't pay attention to",,,,,,,,,,pill_matrix_1,,
pill_3,pill,,radio,"Ringing in ears","0, Have never or almost never experienced the symptom | 1, Less than 3 or 4 times per year | 2, Every month or so | 3, Every week or so | 4, More than once every week | 9, Don't know or don't pay attention to",,,,,,,,,,pill_matrix_1,,
pill_4,pill,,radio,"Temporary deafness or hard of hearing","0, Have never or almost never experienced the symptom | 1, Less than 3 or 4 times per year | 2, Every month or so | 3, Every week or so | 4, More than once every week | 9, Don't know or don't pay attention to",,,,,,,,,,pill_matrix_1,,
pill_5,pill,,radio,"Lump in throat","0, Have never or almost never experienced the symptom | 1, Less than 3 or 4 times per year | 2, Every month or so | 3, Every week or so | 4, More than once every week | 9, Don't know or don't pay attention to",,,,,,,,,,pill_matrix_1,,
pill_6,pill,,radio,"Choking sensations","0, Have never or almost never experienced the symptom | 1, Less than 3 or 4 times per year | 2, Every month or so | 3, Every week or so | 4, More than once every week | 9, Don't know or don't pay attention to",,,,,,,,,,pill_matrix_1,,
pill_7,pill,,radio,"Sneezing spells","0, Have never or almost never experienced the symptom | 1, Less than 3 or 4 times per year | 2, Every month or so | 3, Every week or so | 4, More than once every week | 9, Don't know or don't pay attention to",,,,,,,,,,pill_matrix_1,,
pill_8,pill,,radio,"Running nose","0, Have never or almost never experienced the symptom | 1, Less than 3 or 4 times per year | 2, Every month or so | 3, Every week or so | 4, More than once every week | 9, Don't know or don't pay attention to",,,,,,,,,,pill_matrix_1,,
pill_9,pill,,radio,"Congested nose","0, Have never or almost never experienced the symptom | 1, Less than 3 or 4 times per year | 2, Every month or so | 3, Every week or so | 4, More than once every week | 9, Don't know or don't pay attention to",,,,,,,,,,pill_matrix_1,,
pill_10,pill,,radio,"Bleeding nose","0, Have never or almost never experienced the symptom | 1, Less than 3 or 4 times per year | 2, Every month or so | 3, Every week or so | 4, More than once every week | 9, Don't know or don't pay attention to",,,,,,,,,,pill_matrix_1,,
pill_11,pill,,radio,"Asthma or wheezing","0, Have never or almost never experienced the symptom | 1, Less than 3 or 4 times per year | 2, Every month or so | 3, Every week or so | 4, More than once every week | 9, Don't know or don't pay attention to",,,,,,,,,,pill_matrix_1,,
pill_12,pill,,radio,Coughing,"0, Have never or almost never experienced the symptom | 1, Less than 3 or 4 times per year | 2, Every month or so | 3, Every week or so | 4, More than once every week | 9, Don't know or don't pay attention to",,,,,,,,,,pill_matrix_1,,
pill_13,pill,,radio,"Out of breath","0, Have never or almost never experienced the symptom | 1, Less than 3 or 4 times per year | 2, Every month or so | 3, Every week or so | 4, More than once every week | 9, Don't know or don't pay attention to",,,,,,,,,,pill_matrix_1,,
pill_14,pill,,radio,"Swollen ankles","0, Have never or almost never experienced the symptom | 1, Less than 3 or 4 times per year | 2, Every month or so | 3, Every week or so | 4, More than once every week | 9, Don't know or don't pay attention to",,,,,,,,,,pill_matrix_1,,
pill_15,pill,,radio,"Chest pains","0, Have never or almost never experienced the symptom | 1, Less than 3 or 4 times per year | 2, Every month or so | 3, Every week or so | 4, More than once every week | 9, Don't know or don't pay attention to",,,,,,,,,,pill_matrix_1,,
pill_16,pill,,radio,"Racing heart","0, Have never or almost never experienced the symptom | 1, Less than 3 or 4 times per year | 2, Every month or so | 3, Every week or so | 4, More than once every week | 9, Don't know or don't pay attention to",,,,,,,,,,pill_matrix_1,,
pill_17,pill,,radio,"Cold hands or feet even in hot water","0, Have never or almost never experienced the symptom | 1, Less than 3 or 4 times per year | 2, Every month or so | 3, Every week or so | 4, More than once every week | 9, Don't know or don't pay attention to",,,,,,,,,,pill_matrix_1,,
pill_18,pill,,radio,"Leg cramps","0, Have never or almost never experienced the symptom | 1, Less than 3 or 4 times per year | 2, Every month or so | 3, Every week or so | 4, More than once every week | 9, Don't know or don't pay attention to",,,,,,,,,,pill_matrix_1,,
pill_19,pill,,radio,Insomnia,"0, Have never or almost never experienced the symptom | 1, Less than 3 or 4 times per year | 2, Every month or so | 3, Every week or so | 4, More than once every week | 9, Don't know or don't pay attention to",,,,,,,,,,pill_matrix_1,,
pill_20,pill,,radio,Toothaches,"0, Have never or almost never experienced the symptom | 1, Less than 3 or 4 times per year | 2, Every month or so | 3, Every week or so | 4, More than once every week | 9, Don't know or don't pay attention to",,,,,,,,,,pill_matrix_1,,
pill_21,pill,,radio,"Upset stomach","0, Have never or almost never experienced the symptom | 1, Less than 3 or 4 times per year | 2, Every month or so | 3, Every week or so | 4, More than once every week | 9, Don't know or don't pay attention to",,,,,,,,,,pill_matrix_1,,
pill_22,pill,,radio,Indigestion,"0, Have never or almost never experienced the symptom | 1, Less than 3 or 4 times per year | 2, Every month or so | 3, Every week or so | 4, More than once every week | 9, Don't know or don't pay attention to",,,,,,,,,,pill_matrix_1,,
pill_23,pill,,radio,Heartburn,"0, Have never or almost never experienced the symptom | 1, Less than 3 or 4 times per year | 2, Every month or so | 3, Every week or so | 4, More than once every week | 9, Don't know or don't pay attention to",,,,,,,,,,pill_matrix_1,,
pill_24,pill,,radio,"Severe pains or cramps in stomach","0, Have never or almost never experienced the symptom | 1, Less than 3 or 4 times per year | 2, Every month or so | 3, Every week or so | 4, More than once every week | 9, Don't know or don't pay attention to",,,,,,,,,,pill_matrix_1,,
pill_25,pill,,radio,Diarrhea,"0, Have never or almost never experienced the symptom | 1, Less than 3 or 4 times per year | 2, Every month or so | 3, Every week or so | 4, More than once every week | 9, Don't know or don't pay attention to",,,,,,,,,,pill_matrix_1,,
pill_26,pill,,radio,Constipation,"0, Have never or almost never experienced the symptom | 1, Less than 3 or 4 times per year | 2, Every month or so | 3, Every week or so | 4, More than once every week | 9, Don't know or don't pay attention to",,,,,,,,,,pill_matrix_1,,
pill_27,pill,,radio,Hemorrhoids,"0, Have never or almost never experienced the symptom | 1, Less than 3 or 4 times per year | 2, Every month or so | 3, Every week or so | 4, More than once every week | 9, Don't know or don't pay attention to",,,,,,,,,,pill_matrix_1,,
pill_28,pill,,radio,"Swollen joints","0, Have never or almost never experienced the symptom | 1, Less than 3 or 4 times per year | 2, Every month or so | 3, Every week or so | 4, More than once every week | 9, Don't know or don't pay attention to",,,,,,,,,,pill_matrix_1,,
pill_29,pill,,radio,"Stiff muscles","0, Have never or almost never experienced the symptom | 1, Less than 3 or 4 times per year | 2, Every month or so | 3, Every week or so | 4, More than once every week | 9, Don't know or don't pay attention to",,,,,,,,,,pill_matrix_1,,
pill_30,pill,,radio,"Back pains","0, Have never or almost never experienced the symptom | 1, Less than 3 or 4 times per year | 2, Every month or so | 3, Every week or so | 4, More than once every week | 9, Don't know or don't pay attention to",,,,,,,,,,pill_matrix_1,,
pill_31,pill,,radio,"Sensitive or tender skin","0, Have never or almost never experienced the symptom | 1, Less than 3 or 4 times per year | 2, Every month or so | 3, Every week or so | 4, More than once every week | 9, Don't know or don't pay attention to",,,,,,,,,,pill_matrix_1,,
pill_32,pill,,radio,"Face flushes","0, Have never or almost never experienced the symptom | 1, Less than 3 or 4 times per year | 2, Every month or so | 3, Every week or so | 4, More than once every week | 9, Don't know or don't pay attention to",,,,,,,,,,pill_matrix_1,,
pill_33,pill,,radio,"Severe itching","0, Have never or almost never experienced the symptom | 1, Less than 3 or 4 times per year | 2, Every month or so | 3, Every week or so | 4, More than once every week | 9, Don't know or don't pay attention to",,,,,,,,,,pill_matrix_1,,
pill_34,pill,,radio,"Skin breaks out in rash","0, Have never or almost never experienced the symptom | 1, Less than 3 or 4 times per year | 2, Every month or so | 3, Every week or so | 4, More than once every week | 9, Don't know or don't pay attention to",,,,,,,,,,pill_matrix_1,,
pill_35,pill,,radio,"Acne or pimples on face","0, Have never or almost never experienced the symptom | 1, Less than 3 or 4 times per year | 2, Every month or so | 3, Every week or so | 4, More than once every week | 9, Don't know or don't pay attention to",,,,,,,,,,pill_matrix_1,,
pill_36,pill,,radio,"Acne or pimples other than face","0, Have never or almost never experienced the symptom | 1, Less than 3 or 4 times per year | 2, Every month or so | 3, Every week or so | 4, More than once every week | 9, Don't know or don't pay attention to",,,,,,,,,,pill_matrix_1,,
pill_37,pill,,radio,Boils,"0, Have never or almost never experienced the symptom | 1, Less than 3 or 4 times per year | 2, Every month or so | 3, Every week or so | 4, More than once every week | 9, Don't know or don't pay attention to",,,,,,,,,,pill_matrix_1,,
pill_38,pill,,radio,"Sweat even in cold weather","0, Have never or almost never experienced the symptom | 1, Less than 3 or 4 times per year | 2, Every month or so | 3, Every week or so | 4, More than once every week | 9, Don't know or don't pay attention to",,,,,,,,,,pill_matrix_1,,
pill_39,pill,,radio,"Strong reactions to insect bites","0, Have never or almost never experienced the symptom | 1, Less than 3 or 4 times per year | 2, Every month or so | 3, Every week or so | 4, More than once every week | 9, Don't know or don't pay attention to",,,,,,,,,,pill_matrix_1,,
pill_40,pill,,radio,Headaches,"0, Have never or almost never experienced the symptom | 1, Less than 3 or 4 times per year | 2, Every month or so | 3, Every week or so | 4, More than once every week | 9, Don't know or don't pay attention to",,,,,,,,,,pill_matrix_1,,
